cost_per_applicant,cost_per_day,applicants_per_day,is_senior_role,difficulty_additive,dept_oar_mean,jobtitle_oar_mean,source_oar_mean,dept_source_oar_mean,target_high_oar
0.5106443641881268,0.15062268433800954,-0.5622573168553876,1,0.5698415468779816,-0.7728933862203549,-1.6654148776991013,-0.9876636446728888,-0.6605959969292811,0
-0.3107857475774554,-0.18808376147147796,-0.18168491704783687,1,1.2636743675332487,-0.7728933862203549,-1.6654148776991013,1.523309735715961,1.197996323267322,0
0.6282223593619874,6.298257425423522,1.1631376051686775,0,-0.11591294534099905,-0.4975286018182732,-0.6188875044808195,1.523309735715961,1.197688376447659,1
2.024737383310472,0.507069888689572,-0.6987701110294299,0,-0.9933831774198219,-0.7728933862203549,1.3743706626113497,1.523309735715961,1.197996323267322,1
-0.21613832628260837,0.4093307364203106,0.14801796419540217,1,0.801611670320112,-0.7728933862203549,-1.6654148776991013,-0.772402516584593,-0.791867802786602,0
-0.13295448504955854,4.385000621195578,2.6634001200415076,0,0.09511686235038926,2.1223037671713616,1.8484038598458068,1.523309735715961,1.9479777065428259,1
-0.41639619866774763,4.347749588144215,6.223345070587206,0,-0.7772883958836543,2.1223037671713616,1.8484038598458068,-0.9876636446728888,-0.048059158025312,1
-0.3449185071874013,1.3894220368395522,1.586940575471737,0,0.20041267081670477,0.31076273580091013,-0.0632811697416786,-0.9876636446728888,0.13413277650637168,0
-0.5414543818435344,-0.685056021877151,-0.3304146960076875,1,0.18112258010833893,-0.7416788047128333,0.10780855357705028,-0.9876636446728888,-1.270320615052056,0
-0.5503479595414429,-0.6946871961443046,-0.32083498303312874,0,-0.17672656810995396,-0.7416788047128333,-0.6326247289055082,-0.772402516584593,-0.21920915713083225,0
0.6518141558711679,-0.40865900750981865,-0.754147032482363,0,-1.1391721746591004,-0.7416788047128333,-0.3527287812524881,1.523309735715961,0.011392946927131935,0
-0.5955193481809495,-0.38763267303604343,1.0947993762073092,0,-1.8843010221025438,-0.7416788047128333,-0.3527287812524881,-0.772402516584593,-0.21920915713083225,1
0.0015240140779521761,0.16735039442551808,-0.3091539136641507,0,-1.9479044221198751,-0.7416788047128333,-0.6326247289055082,0.33956136755635413,-0.09554586297944437,1
-0.3854843730064797,-0.36491987012818916,-0.22500976028761593,1,0.9586130935520837,2.1223037671713616,0.6751873558646758,0.33956136755635413,1.3290552856445437,0
-0.43812668231086865,-0.6951697062305549,-0.5721942905655829,0,-0.9478930696509599,-0.7416788047128333,-0.3527287812524881,-0.772402516584593,-0.21920915713083225,0
1.9350223045961932,0.8778175163208378,-0.6387557133957094,1,0.6136235789523441,-0.7728933862203549,0.28534428555074876,-0.9876636446728888,-0.6605959969292811,0
-0.5969367169437345,-0.7562797388303887,-0.2850719331163416,0,0.42085278881259314,-0.4975286018182732,-0.46118846096803273,-0.9876636446728888,-0.6590646548320209,1
-0.6317624565746038,-0.40306443678756143,2.129408377459653,0,-2.0055782106562194,0.31076273580091013,-0.0632811697416786,-0.9876636446728888,0.13413277650637168,0
4.5660426011814295,-0.33132227063969155,-0.8545177026158043,0,1.4148275856187167,2.1223037671713616,1.8484038598458068,0.33956136755635413,1.3290552856445437,1
-0.4654364584105086,-0.5365460507918186,-0.27355446415869367,0,0.024378171856369594,-0.4975286018182732,1.4671314888212232,1.523309735715961,1.197688376447659,1
-0.6117912429375386,-0.7312967676838739,-0.06475000071322479,0,-0.7553295534634217,-0.7728933862203549,1.3743706626113497,1.523309735715961,1.197996323267322,0
-0.5665594569928023,1.2910918839350396,5.555855392359888,1,-1.6770124921433591,2.1223037671713616,0.6751873558646758,-0.772402516584593,1.5436358336560312,1
1.4364787126825833,-0.4992580742885431,-0.8226075123005494,0,0.47913136353701496,0.31076273580091013,-0.0632811697416786,0.33956136755635413,1.8632807163785392,1
-0.1193197308474633,-0.4936376840076872,-0.6194098754933549,1,1.2006237810058267,-0.3442937495093681,-0.1612992380074966,-0.772402516584593,-1.671743966293395,0
6.511317949597043,0.5919629695883251,-0.8174349427142865,0,0.006353354876897679,-0.7416788047128333,-0.6326247289055082,0.33956136755635413,-0.09554586297944437,0
-0.36304546070419624,-0.5179938171978717,-0.44413515970567513,0,0.763779670146854,0.31076273580091013,-0.8436991105445348,0.33956136755635413,1.8632807163785392,0
-0.5876868631588905,-0.7968404978947496,-0.4790603772129227,1,-0.8136734523716149,-0.7416788047128333,-0.6782093216071342,1.523309735715961,0.011392946927131935,1
-0.5210601654581861,-0.4625752523031513,0.08461072903645274,0,-0.6479890251353819,-0.7728933862203549,-1.6231248409692531,0.33956136755635413,-1.2469779334853055,1
-0.5625342260581175,-0.4234322632155794,0.5007335625849957,1,-1.6973594667932164,-0.7416788047128333,0.10780855357705028,0.33956136755635413,-0.09554586297944437,1
-0.4286913494171426,-0.2044171419659241,0.11065910672337251,0,-0.13527882114483103,0.31076273580091013,-0.0632811697416786,-0.9876636446728888,0.13413277650637168,1
0.20357214218826084,0.027780785500978934,-0.4997592995579516,1,0.8545735407813801,-0.3442937495093681,-1.3006633109041597,0.33956136755635413,0.4015893603347549,0
0.35724350254394893,-0.34214762631564816,-0.6904427544199663,1,1.6075095662206216,-0.7416788047128333,0.10780855357705028,1.523309735715961,0.011392946927131935,1
