cost_per_applicant,cost_per_day,applicants_per_day,is_senior_role,difficulty_additive,drei,dept_oar_mean,jobtitle_oar_mean,source_oar_mean,dept_source_oar_mean,target_high_oar
105.22818181818181,197.62365853658537,1.8780487804878048,1,0.3999353155027299,0,0.419634703196347,0.37540983606557377,0.4222753346080306,0.41345029239766085,0
33.58650602409639,134.8877419354839,4.016129032258065,1,0.8868921714132922,0,0.419634703196347,0.37540983606557377,0.45460921843687374,0.4737804878048781,0
115.48283950617285,1336.3014285714287,11.571428571428571,0,-0.08135187864027316,0,0.4251063829787234,0.41285714285714287,0.45460921843687374,0.4737704918032787,1
237.281,263.6455555555556,1.1111111111111112,0,-0.697192081997438,1,0.419634703196347,0.48418079096045197,0.45460921843687374,0.4737804878048781,1
41.841255605381164,245.5421052631579,5.868421052631579,1,0.5625999333263636,0,0.419634703196347,0.37540983606557377,0.42504725897920603,0.40918918918918923,0
49.096199999999996,981.924,20.0,0,0.06675643880680082,0,0.4771641791044776,0.5011428571428571,0.45460921843687374,0.49812500000000004,1
24.37560714285714,975.0242857142857,40.0,0,-0.5455289835349695,0,0.4771641791044776,0.5011428571428571,0.4222753346080306,0.43333333333333335,1
30.60959044368601,427.0766666666667,13.952380952380953,0,0.14065682850426897,0,0.44116766467065865,0.43273809523809526,0.4222753346080306,0.439247311827957,0
13.468558951965067,42.837500000000006,3.1805555555555554,1,0.12711834827973295,0,0.42025495750708214,0.438860103626943,0.4222753346080306,0.39365853658536587,0
12.692898550724637,41.05359375,3.234375,0,-0.12403306877499998,0,0.42025495750708214,0.41236559139784945,0.42504725897920603,0.4277777777777778,0
117.54041666666666,94.03233333333333,0.8,0,-0.7995120495869588,1,0.42025495750708214,0.4223809523809524,0.45460921843687374,0.43526315789473685,0
8.753240223463687,97.926875,11.1875,0,-1.3224703040792196,1,0.42025495750708214,0.4223809523809524,0.42504725897920603,0.4277777777777778,1
60.82484848484849,200.722,3.3,0,-1.367109460336502,1,0.42025495750708214,0.41236559139784945,0.43936605316973415,0.4317919075144509,1
27.07160642570281,102.13378787878787,3.772727272727273,1,0.672789185195886,0,0.4771641791044776,0.4591623036649215,0.43936605316973415,0.47803468208092487,0
22.480365853658537,40.964222222222226,1.8222222222222222,0,-0.6652654864333405,0,0.42025495750708214,0.4223809523809524,0.42504725897920603,0.4277777777777778,0
229.45642857142857,332.3162068965517,1.4482758620689655,1,0.4306631220428876,0,0.419634703196347,0.4452127659574468,0.4222753346080306,0.41345029239766085,0
8.629623287671233,29.645294117647058,3.4352941176470586,0,0.2953696405537955,0,0.4251063829787234,0.41850000000000004,0.4222753346080306,0.41350000000000003,1
5.592268907563025,95.06857142857143,17.0,0,-1.4075870017528698,0,0.44116766467065865,0.43273809523809526,0.4222753346080306,0.439247311827957,0
458.92294117647054,108.35680555555555,0.2361111111111111,0,0.9929769423385839,0,0.4771641791044776,0.5011428571428571,0.43936605316973415,0.47803468208092487,1
20.098522167487683,70.34482758620689,3.5,0,0.017109478777342757,0,0.4251063829787234,0.4875,0.45460921843687374,0.4737704918032787,1
7.334074074074074,34.27269230769231,4.673076923076923,0,-0.530117477267086,0,0.419634703196347,0.48418079096045197,0.45460921843687374,0.4737804878048781,0
11.279,408.86375,36.25,1,-1.1769877500542931,1,0.4771641791044776,0.4591623036649215,0.42504725897920603,0.485,1
185.97555555555556,77.25138461538462,0.4153846153846154,0,0.3362716426930882,0,0.44116766467065865,0.43273809523809526,0.43936605316973415,0.4953757225433526,1
50.28536585365854,78.29240506329114,1.5569620253164558,1,0.8426409995680141,0,0.42815126050420166,0.42923076923076925,0.42504725897920603,0.3806282722513089,0
628.5816666666666,279.3696296296296,0.4444444444444444,0,0.004459013213610086,0,0.42025495750708214,0.41236559139784945,0.43936605316973415,0.4317919075144509,0
29.02863387978142,73.7811111111111,2.5416666666666665,0,0.5360480734132234,0,0.44116766467065865,0.40481283422459896,0.43936605316973415,0.4953757225433526,0
9.436356589147287,22.132545454545454,2.3454545454545452,1,-0.5710653262706337,0,0.42025495750708214,0.41073446327683616,0.45460921843687374,0.43526315789473685,1
15.247256637168142,84.04585365853659,5.512195121951219,0,-0.45478202954779817,1,0.419634703196347,0.3769230769230769,0.43936605316973415,0.39441624365482236,1
11.630063694267516,91.296,7.85,1,-1.1912679894834817,1,0.42025495750708214,0.438860103626943,0.43936605316973415,0.4317919075144509,1
23.303275862068965,131.86243902439023,5.658536585365853,0,-0.0949435475735506,0,0.44116766467065865,0.43273809523809526,0.4222753346080306,0.439247311827957,1
78.4466355140187,174.87062500000002,2.2291666666666665,1,0.5997704809787576,0,0.42815126050420166,0.38846153846153847,0.43936605316973415,0.44792899408284026,0
91.84920454545454,106.35171052631578,1.1578947368421053,1,1.12820809409631,0,0.42025495750708214,0.438860103626943,0.45460921843687374,0.43526315789473685,1
39.59337662337662,88.36782608695653,2.2318840579710146,0,0.617421953620776,0,0.42815126050420166,0.47056074766355144,0.42504725897920603,0.3806282722513089,0
9.961050847457628,53.42745454545455,5.363636363636363,1,-0.25514208709261865,0,0.4771641791044776,0.4591623036649215,0.45460921843687374,0.49812500000000004,0
46.68432258064516,85.13023529411764,1.8235294117647058,0,1.1610134856614152,0,0.42025495750708214,0.4223809523809524,0.42504725897920603,0.4277777777777778,0
135.01301587301586,197.80976744186046,1.4651162790697674,0,0.5157739614303024,0,0.4251063829787234,0.4875,0.43936605316973415,0.3974093264248705,0
307.2846666666667,204.85644444444446,0.6666666666666666,0,0.6884146226891055,0,0.4251063829787234,0.41285714285714287,0.42504725897920603,0.42169312169312173,0
21.6856,154.89714285714285,7.142857142857143,1,-0.5630522878279591,0,0.42815126050420166,0.38846153846153847,0.45460921843687374,0.4381642512077295,0
4.334683544303797,13.6976,3.16,1,-0.18769681922181258,0,0.419634703196347,0.37540983606557377,0.45460921843687374,0.4737804878048781,0
108.25433333333334,360.84777777777776,3.3333333333333335,0,-0.37605246231173717,0,0.42815126050420166,0.47056074766355144,0.42504725897920603,0.3806282722513089,0
149.13891304347825,236.5651724137931,1.5862068965517242,0,-0.079004051290404,0,0.42025495750708214,0.4223809523809524,0.42504725897920603,0.4277777777777778,1
20.01578947368421,55.11594202898551,2.753623188405797,0,0.19629742479514434,0,0.4771641791044776,0.5011428571428571,0.42504725897920603,0.485,1
222.96545454545455,29.91,0.13414634146341464,0,0.22029432113656777,0,0.419634703196347,0.48418079096045197,0.43936605316973415,0.39441624365482236,1
361.8453846153846,122.18155844155844,0.33766233766233766,0,1.3923644173397798,0,0.4251063829787234,0.4875,0.45460921843687374,0.4737704918032787,0
369.22818181818184,203.0755,0.55,1,-0.7809341365919407,1,0.42815126050420166,0.38846153846153847,0.43936605316973415,0.44792899408284026,1
19.324405286343612,59.278918918918926,3.0675675675675675,1,0.40798146819236353,0,0.42815126050420166,0.42923076923076925,0.4222753346080306,0.44782608695652176,1
